temp_id,Year,State,Avg_Temperature,state_mergekey
55851,1983,Missouri,12.497,MO
55852,1984,Missouri,12.752,MO
55853,1985,Missouri,11.953,MO
55854,1986,Missouri,13.538,MO
55855,1987,Missouri,13.795,MO
55856,1988,Missouri,12.874,MO
55857,1989,Missouri,12.024,MO
55858,1990,Missouri,13.804,MO
55859,1991,Missouri,13.715,MO
55860,1992,Missouri,12.86,MO
55861,1993,Missouri,11.963,MO
55862,1994,Missouri,12.909,MO
55863,1995,Missouri,12.638,MO
55864,1996,Missouri,11.925,MO
55865,1997,Missouri,12.394,MO
55866,1998,Missouri,14.311,MO
55867,1999,Missouri,13.866,MO
55868,2000,Missouri,13.197,MO
55869,2001,Missouri,13.577,MO
55870,2002,Missouri,13.361,MO
55871,2003,Missouri,12.884,MO
55872,2004,Missouri,13.109,MO
55873,2005,Missouri,13.792,MO
55874,2006,Missouri,14.111,MO
55875,2007,Missouri,13.76,MO
55876,2008,Missouri,12.263,MO
55877,2009,Missouri,12.562,MO
55878,2010,Missouri,13.258,MO
55879,2011,Missouri,13.497,MO
55880,2012,Missouri,15.087,MO
55881,1953,Montana,6.674,MT
55882,1954,Montana,5.562,MT
55883,1955,Montana,4.006,MT
55884,1956,Montana,5.3,MT
55885,1957,Montana,5.12,MT
55886,1958,Montana,6.145,MT
55887,1959,Montana,4.852,MT
55888,1960,Montana,5.333,MT
55889,1961,Montana,6.22,MT
55890,1962,Montana,5.526,MT
55891,1963,Montana,6.193,MT
55892,1964,Montana,4.948,MT
55893,1965,Montana,4.554,MT
55894,1966,Montana,5.25,MT
55895,1967,Montana,5.507,MT
55896,1968,Montana,5.083,MT
55897,1969,Montana,4.645,MT
55898,1970,Montana,4.879,MT
55899,1971,Montana,4.898,MT
55900,1972,Montana,4.478,MT
55901,1973,Montana,5.76,MT
55902,1974,Montana,5.98,MT
55903,1975,Montana,4.315,MT
55904,1976,Montana,6.165,MT
55905,1977,Montana,5.59,MT
55906,1978,Montana,4.08,MT
55907,1979,Montana,4.786,MT
55908,1980,Montana,5.824,MT
55909,1981,Montana,6.834,MT
55910,1982,Montana,4.07,MT
55911,1983,Montana,5.642,MT
55912,1984,Montana,5.511,MT
55913,1985,Montana,4.167,MT
55914,1986,Montana,6.273,MT
55915,1987,Montana,7.129,MT
55916,1988,Montana,6.804,MT
55917,1989,Montana,4.983,MT
55918,1990,Montana,6.092,MT
55919,1991,Montana,6.179,MT
55920,1992,Montana,6.476,MT
55921,1993,Montana,4.394,MT
55922,1994,Montana,6.051,MT
55923,1995,Montana,5.522,MT
55924,1996,Montana,4.122,MT
55925,1997,Montana,5.806,MT
55926,1998,Montana,6.697,MT
55927,1999,Montana,6.799,MT
55928,2000,Montana,5.836,MT
55929,2001,Montana,6.581,MT
55930,2002,Montana,5.325,MT
55931,2003,Montana,6.418,MT
55932,2004,Montana,6.108,MT
55933,2005,Montana,6.199,MT
55934,2006,Montana,6.911,MT
55935,2007,Montana,6.727,MT
55936,2008,Montana,5.283,MT
55937,2009,Montana,5.145,MT
55938,2010,Montana,5.427,MT
55939,2011,Montana,5.4,MT
55940,2012,Montana,6.999,MT
55941,1953,Nebraska,10.383,NE
55942,1954,Nebraska,10.677,NE
55943,1955,Nebraska,9.333,NE
55944,1956,Nebraska,9.879,NE
55945,1957,Nebraska,9.182,NE
55946,1958,Nebraska,9.199,NE
55947,1959,Nebraska,9.208,NE
55948,1960,Nebraska,8.665,NE
55949,1961,Nebraska,9.063,NE
55950,1962,Nebraska,9.29,NE
55951,1963,Nebraska,10.344,NE
55952,1964,Nebraska,9.53,NE
55953,1965,Nebraska,9.071,NE
55954,1966,Nebraska,8.932,NE
55955,1967,Nebraska,9.222,NE
55956,1968,Nebraska,9.226,NE
55957,1969,Nebraska,8.874,NE
55958,1970,Nebraska,9.334,NE
55959,1971,Nebraska,9.215,NE
55960,1972,Nebraska,8.715,NE
55961,1973,Nebraska,9.566,NE
55962,1974,Nebraska,9.87,NE
55963,1975,Nebraska,9.049,NE
55964,1976,Nebraska,9.752,NE
55965,1977,Nebraska,10.161,NE
55966,1978,Nebraska,8.107,NE
55967,1979,Nebraska,8.335,NE
55968,1980,Nebraska,9.993,NE
55969,1981,Nebraska,10.53,NE
55970,1982,Nebraska,8.605,NE
55971,1983,Nebraska,9.092,NE
55972,1984,Nebraska,9.257,NE
55973,1985,Nebraska,8.408,NE
55974,1986,Nebraska,10.318,NE
55975,1987,Nebraska,10.723,NE
55976,1988,Nebraska,10.029,NE
55977,1989,Nebraska,9.153,NE
55978,1990,Nebraska,10.272,NE
55979,1991,Nebraska,10.328,NE
55980,1992,Nebraska,9.677,NE
55981,1993,Nebraska,8.08,NE
55982,1994,Nebraska,9.839,NE
55983,1995,Nebraska,9.466,NE
55984,1996,Nebraska,8.34,NE
55985,1997,Nebraska,9.499,NE
55986,1998,Nebraska,10.608,NE
55987,1999,Nebraska,10.802,NE
55988,2000,Nebraska,10.195,NE
55989,2001,Nebraska,10.42,NE
55990,2002,Nebraska,10.258,NE
55991,2003,Nebraska,10.195,NE
55992,2004,Nebraska,10.178,NE
55993,2005,Nebraska,10.653,NE
55994,2006,Nebraska,10.915,NE
55995,2007,Nebraska,10.298,NE
55996,2008,Nebraska,9.006,NE
55997,2009,Nebraska,8.942,NE
55998,2010,Nebraska,9.925,NE
55999,2011,Nebraska,9.631,NE
56000,2012,Nebraska,11.819,NE
56001,1953,Nevada,10.198,NV
56002,1954,Nevada,10.42,NV
56003,1955,Nevada,9.036,NV
56004,1956,Nevada,9.774,NV
56005,1957,Nevada,9.608,NV
56006,1958,Nevada,10.79,NV
56007,1959,Nevada,10.393,NV
56008,1960,Nevada,10.242,NV
56009,1961,Nevada,10.14,NV
56010,1962,Nevada,9.85,NV
56011,1963,Nevada,9.973,NV
56012,1964,Nevada,9.036,NV
56013,1965,Nevada,9.417,NV
56014,1966,Nevada,10.145,NV
56015,1967,Nevada,9.931,NV
56016,1968,Nevada,9.88,NV
56017,1969,Nevada,9.978,NV
56018,1970,Nevada,9.791,NV
56019,1971,Nevada,9.27,NV
56020,1972,Nevada,9.804,NV
56021,1973,Nevada,9.74,NV
56022,1974,Nevada,10.163,NV
56023,1975,Nevada,9.146,NV
56024,1976,Nevada,9.83,NV
56025,1977,Nevada,10.32,NV
56026,1978,Nevada,9.768,NV
56027,1979,Nevada,9.914,NV
56028,1980,Nevada,10.265,NV
56029,1981,Nevada,11.072,NV
56030,1982,Nevada,9.058,NV
56031,1983,Nevada,9.862,NV
56032,1984,Nevada,9.385,NV
56033,1985,Nevada,9.31,NV
56034,1986,Nevada,10.857,NV
56035,1987,Nevada,10.355,NV
56036,1988,Nevada,10.404,NV
56037,1989,Nevada,10.073,NV
56038,1990,Nevada,10.056,NV
56039,1991,Nevada,9.985,NV
56040,1992,Nevada,10.801,NV
56041,1993,Nevada,9.274,NV
56042,1994,Nevada,10.46,NV
56043,1995,Nevada,10.546,NV
56044,1996,Nevada,10.862,NV
56045,1997,Nevada,10.328,NV
56046,1998,Nevada,9.61,NV
56047,1999,Nevada,10.326,NV
56048,2000,Nevada,10.848,NV
56049,2001,Nevada,10.878,NV
56050,2002,Nevada,10.498,NV
56051,2003,Nevada,11.275,NV
56052,2004,Nevada,10.457,NV
56053,2005,Nevada,10.357,NV
56054,2006,Nevada,10.466,NV
56055,2007,Nevada,10.845,NV
56056,2008,Nevada,10.222,NV
56057,2009,Nevada,10.205,NV
56058,2010,Nevada,10.033,NV
56059,2011,Nevada,9.771,NV
56060,2012,Nevada,11.32,NV
56061,1953,New Hampshire,7.701,NH
56062,1954,New Hampshire,6.286,NH
56063,1955,New Hampshire,6.463,NH
56064,1956,New Hampshire,5.691,NH
56065,1957,New Hampshire,6.693,NH
56066,1958,New Hampshire,5.538,NH
56067,1959,New Hampshire,6.597,NH
56068,1960,New Hampshire,6.302,NH
56069,1961,New Hampshire,6.398,NH
56070,1962,New Hampshire,5.406,NH
56071,1963,New Hampshire,5.749,NH
56072,1964,New Hampshire,6.047,NH
56073,1965,New Hampshire,5.667,NH
56074,1966,New Hampshire,6.102,NH
56075,1967,New Hampshire,5.678,NH
56076,1968,New Hampshire,5.761,NH
56077,1969,New Hampshire,6.259,NH
56078,1970,New Hampshire,5.988,NH
56079,1971,New Hampshire,5.986,NH
56080,1972,New Hampshire,5.381,NH
56081,1973,New Hampshire,7.206,NH
56082,1974,New Hampshire,6.003,NH
56083,1975,New Hampshire,6.595,NH
56084,1976,New Hampshire,5.655,NH
56085,1977,New Hampshire,6.236,NH
56086,1978,New Hampshire,5.325,NH
56087,1979,New Hampshire,6.621,NH
56088,1980,New Hampshire,5.659,NH
56089,1981,New Hampshire,6.515,NH
56090,1982,New Hampshire,5.888,NH
56091,1983,New Hampshire,6.89,NH
56092,1984,New Hampshire,6.645,NH
56093,1985,New Hampshire,6.056,NH
56094,1986,New Hampshire,6.187,NH
56095,1987,New Hampshire,6.445,NH
56096,1988,New Hampshire,6.218,NH
56097,1989,New Hampshire,5.662,NH
56098,1990,New Hampshire,7.461,NH
56099,1991,New Hampshire,7.207,NH
56100,1992,New Hampshire,5.665,NH
56101,1993,New Hampshire,6.059,NH
56102,1994,New Hampshire,6.16,NH
56103,1995,New Hampshire,6.49,NH
56104,1996,New Hampshire,6.32,NH
56105,1997,New Hampshire,5.981,NH
56106,1998,New Hampshire,8.021,NH
56107,1999,New Hampshire,7.668,NH
56108,2000,New Hampshire,6.291,NH
56109,2001,New Hampshire,7.273,NH
56110,2002,New Hampshire,7.189,NH
56111,2003,New Hampshire,6.102,NH
56112,2004,New Hampshire,6.263,NH
56113,2005,New Hampshire,6.921,NH
56114,2006,New Hampshire,7.894,NH
56115,2007,New Hampshire,6.446,NH
56116,2008,New Hampshire,6.829,NH
56117,2009,New Hampshire,6.36,NH
56118,2010,New Hampshire,8.019,NH
56119,2011,New Hampshire,7.474,NH
56120,2012,New Hampshire,8.323,NH
56121,1953,New Jersey,12.16,NJ
56122,1954,New Jersey,11.419,NJ
56123,1955,New Jersey,11.35,NJ
56124,1956,New Jersey,10.91,NJ
56125,1957,New Jersey,11.579,NJ
56126,1958,New Jersey,10.192,NJ
56127,1959,New Jersey,11.821,NJ
56128,1960,New Jersey,10.8,NJ
56129,1961,New Jersey,11.039,NJ
56130,1962,New Jersey,10.355,NJ
56131,1963,New Jersey,10.398,NJ
56132,1964,New Jersey,11.034,NJ
56133,1965,New Jersey,10.726,NJ
56134,1966,New Jersey,10.745,NJ
56135,1967,New Jersey,10.324,NJ
56136,1968,New Jersey,10.881,NJ
56137,1969,New Jersey,10.789,NJ
56138,1970,New Jersey,10.883,NJ
56139,1971,New Jersey,11.145,NJ
56140,1972,New Jersey,10.597,NJ
56141,1973,New Jersey,11.962,NJ
56142,1974,New Jersey,11.213,NJ
56143,1975,New Jersey,11.592,NJ
56144,1976,New Jersey,10.665,NJ
56145,1977,New Jersey,11.126,NJ
56146,1978,New Jersey,10.278,NJ
56147,1979,New Jersey,10.992,NJ
56148,1980,New Jersey,10.952,NJ
56149,1981,New Jersey,10.917,NJ
56150,1982,New Jersey,10.875,NJ
56151,1983,New Jersey,11.525,NJ
56152,1984,New Jersey,11.306,NJ
56153,1985,New Jersey,11.467,NJ
56154,1986,New Jersey,11.32,NJ
56155,1987,New Jersey,11.36,NJ
56156,1988,New Jersey,10.886,NJ
56157,1989,New Jersey,10.801,NJ
56158,1990,New Jersey,12.44,NJ
56159,1991,New Jersey,12.418,NJ
56160,1992,New Jersey,10.693,NJ
56161,1993,New Jersey,11.178,NJ
56162,1994,New Jersey,11.156,NJ
56163,1995,New Jersey,11.325,NJ
56164,1996,New Jersey,10.806,NJ
56165,1997,New Jersey,11.138,NJ
56166,1998,New Jersey,12.785,NJ
56167,1999,New Jersey,12.17,NJ
56168,2000,New Jersey,11.077,NJ
56169,2001,New Jersey,11.94,NJ
56170,2002,New Jersey,12.356,NJ
56171,2003,New Jersey,10.894,NJ
56172,2004,New Jersey,11.475,NJ
56173,2005,New Jersey,11.642,NJ
56174,2006,New Jersey,12.52,NJ
56175,2007,New Jersey,11.736,NJ
56176,2008,New Jersey,11.762,NJ
56177,2009,New Jersey,11.256,NJ
56178,2010,New Jersey,12.267,NJ
56179,2011,New Jersey,12.397,NJ
56180,2012,New Jersey,12.957,NJ
56181,1953,New Mexico,12.239,NM
56182,1954,New Mexico,13.113,NM
56183,1955,New Mexico,11.785,NM
56184,1956,New Mexico,12.243,NM
56185,1957,New Mexico,12.091,NM
56186,1958,New Mexico,12.131,NM
56187,1959,New Mexico,12.011,NM
56188,1960,New Mexico,11.601,NM
56189,1961,New Mexico,11.542,NM
56190,1962,New Mexico,12.185,NM
56191,1963,New Mexico,12.332,NM
56192,1964,New Mexico,11.369,NM
56193,1965,New Mexico,11.854,NM
56194,1966,New Mexico,11.813,NM
56195,1967,New Mexico,12.064,NM
56196,1968,New Mexico,11.499,NM
56197,1969,New Mexico,12.167,NM
56198,1970,New Mexico,11.683,NM
56199,1971,New Mexico,11.64,NM
56200,1972,New Mexico,12.105,NM
56201,1973,New Mexico,11.293,NM
56202,1974,New Mexico,11.955,NM
56203,1975,New Mexico,11.177,NM
56204,1976,New Mexico,11.457,NM
56205,1977,New Mexico,12.468,NM
56206,1978,New Mexico,12.137,NM
56207,1979,New Mexico,11.398,NM
56208,1980,New Mexico,12.401,NM
56209,1981,New Mexico,12.805,NM
56210,1982,New Mexico,11.798,NM
56211,1983,New Mexico,11.741,NM
56212,1984,New Mexico,11.706,NM
56213,1985,New Mexico,11.959,NM
56214,1986,New Mexico,12.352,NM
56215,1987,New Mexico,11.454,NM
56216,1988,New Mexico,11.823,NM
56217,1989,New Mexico,12.528,NM
56218,1990,New Mexico,12.128,NM
56219,1991,New Mexico,11.717,NM
56220,1992,New Mexico,11.719,NM
56221,1993,New Mexico,12.004,NM
56222,1994,New Mexico,12.741,NM
56223,1995,New Mexico,12.643,NM
56224,1996,New Mexico,12.838,NM
56225,1997,New Mexico,11.874,NM
56226,1998,New Mexico,12.577,NM
56227,1999,New Mexico,12.624,NM
56228,2000,New Mexico,13.076,NM
56229,2001,New Mexico,12.742,NM
56230,2002,New Mexico,12.638,NM
56231,2003,New Mexico,13.23,NM
56232,2004,New Mexico,12.164,NM
56233,2005,New Mexico,12.798,NM
56234,2006,New Mexico,12.835,NM
56235,2007,New Mexico,12.487,NM
56236,2008,New Mexico,12.206,NM
56237,2009,New Mexico,12.503,NM
56238,2010,New Mexico,12.452,NM
56239,2011,New Mexico,12.734,NM
56240,2012,New Mexico,13.483,NM
56241,1953,New York,9.064,NY
56242,1954,New York,7.934,NY
56243,1955,New York,8.168,NY
56244,1956,New York,7.295,NY
56245,1957,New York,8.176,NY
56246,1958,New York,6.892,NY
56247,1959,New York,8.177,NY
56248,1960,New York,7.559,NY
56249,1961,New York,7.791,NY
56250,1962,New York,7.1,NY
56251,1963,New York,7.002,NY
56252,1964,New York,7.884,NY
56253,1965,New York,7.231,NY
56254,1966,New York,7.462,NY
56255,1967,New York,7.239,NY
56256,1968,New York,7.357,NY
56257,1969,New York,7.501,NY
56258,1970,New York,7.454,NY
56259,1971,New York,7.591,NY
56260,1972,New York,6.89,NY
56261,1973,New York,8.699,NY
56262,1974,New York,7.525,NY
56263,1975,New York,8.217,NY
56264,1976,New York,6.998,NY
56265,1977,New York,7.697,NY
56266,1978,New York,6.774,NY
56267,1979,New York,7.743,NY
56268,1980,New York,7.194,NY
56269,1981,New York,7.746,NY
56270,1982,New York,7.538,NY
56271,1983,New York,8.201,NY
56272,1984,New York,7.99,NY
56273,1985,New York,7.744,NY
56274,1986,New York,7.908,NY
56275,1987,New York,8.221,NY
56276,1988,New York,7.804,NY
56277,1989,New York,7.24,NY
56278,1990,New York,9.1,NY
56279,1991,New York,9.033,NY
56280,1992,New York,7.199,NY
56281,1993,New York,7.443,NY
56282,1994,New York,7.499,NY
56283,1995,New York,8,NY
56284,1996,New York,7.595,NY
56285,1997,New York,7.53,NY
56286,1998,New York,9.686,NY
56287,1999,New York,8.915,NY
56288,2000,New York,7.738,NY
56289,2001,New York,8.923,NY
56290,2002,New York,8.904,NY
56291,2003,New York,7.595,NY
56292,2004,New York,7.904,NY
56293,2005,New York,8.512,NY
56294,2006,New York,9.286,NY
56295,2007,New York,8.206,NY
56296,2008,New York,8.293,NY
56297,2009,New York,7.884,NY
56298,2010,New York,9.142,NY
56299,2011,New York,9.008,NY
56300,2012,New York,9.915,NY
56301,1953,North Carolina,15.819,NC
56302,1954,North Carolina,15.414,NC
56303,1955,North Carolina,15.132,NC
56304,1956,North Carolina,15.41,NC
56305,1957,North Carolina,15.521,NC
56306,1958,North Carolina,14.125,NC
56307,1959,North Carolina,15.436,NC
56308,1960,North Carolina,14.388,NC
56309,1961,North Carolina,14.823,NC
56310,1962,North Carolina,14.632,NC
56311,1963,North Carolina,14.157,NC
56312,1964,North Carolina,14.906,NC
56313,1965,North Carolina,14.995,NC
56314,1966,North Carolina,14.284,NC
56315,1967,North Carolina,14.413,NC
56316,1968,North Carolina,14.439,NC
56317,1969,North Carolina,14.289,NC
56318,1970,North Carolina,15.084,NC
56319,1971,North Carolina,15.19,NC
56320,1972,North Carolina,14.859,NC
56321,1973,North Carolina,15.358,NC
56322,1974,North Carolina,15.359,NC
56323,1975,North Carolina,15.517,NC
56324,1976,North Carolina,14.383,NC
56325,1977,North Carolina,14.967,NC
56326,1978,North Carolina,14.489,NC
56327,1979,North Carolina,14.586,NC
56328,1980,North Carolina,14.786,NC
56329,1981,North Carolina,14.35,NC
56330,1982,North Carolina,15.121,NC
56331,1983,North Carolina,14.725,NC
56332,1984,North Carolina,15.141,NC
56333,1985,North Carolina,15.464,NC
56334,1986,North Carolina,15.79,NC
56335,1987,North Carolina,15.09,NC
56336,1988,North Carolina,14.439,NC
56337,1989,North Carolina,14.952,NC
56338,1990,North Carolina,16.554,NC
56339,1991,North Carolina,16.095,NC
56340,1992,North Carolina,14.933,NC
56341,1993,North Carolina,15.239,NC
56342,1994,North Carolina,15.384,NC
56343,1995,North Carolina,15.119,NC
56344,1996,North Carolina,14.728,NC
56345,1997,North Carolina,14.945,NC
56346,1998,North Carolina,16.436,NC
56347,1999,North Carolina,15.81,NC
56348,2000,North Carolina,15.1,NC
56349,2001,North Carolina,15.649,NC
56350,2002,North Carolina,16.012,NC
56351,2003,North Carolina,15.272,NC
56352,2004,North Carolina,15.621,NC
56353,2005,North Carolina,15.661,NC
56354,2006,North Carolina,15.864,NC
56355,2007,North Carolina,16.218,NC
56356,2008,North Carolina,15.533,NC
56357,2009,North Carolina,15.305,NC
56358,2010,North Carolina,15.355,NC
56359,2011,North Carolina,16.119,NC
56360,2012,North Carolina,16.32,NC
56361,1953,North Dakota,5.865,ND
56362,1954,North Dakota,5.227,ND
56363,1955,North Dakota,4.065,ND
56364,1956,North Dakota,4.272,ND
56365,1957,North Dakota,4.785,ND
56366,1958,North Dakota,5.1,ND
56367,1959,North Dakota,4.442,ND
56368,1960,North Dakota,4.505,ND
56369,1961,North Dakota,5.351,ND
56370,1962,North Dakota,4.668,ND
56371,1963,North Dakota,5.793,ND
56372,1964,North Dakota,4.578,ND
56373,1965,North Dakota,3.431,ND
56374,1966,North Dakota,3.632,ND
56375,1967,North Dakota,4.29,ND
56376,1968,North Dakota,4.4,ND
56377,1969,North Dakota,4.006,ND
56378,1970,North Dakota,3.82,ND
56379,1971,North Dakota,4.198,ND
56380,1972,North Dakota,3.345,ND
56381,1973,North Dakota,5.644,ND
56382,1974,North Dakota,4.675,ND
56383,1975,North Dakota,4.372,ND
56384,1976,North Dakota,5.368,ND
56385,1977,North Dakota,5.242,ND
56386,1978,North Dakota,3.597,ND
56387,1979,North Dakota,3.158,ND
56388,1980,North Dakota,5.339,ND
56389,1981,North Dakota,6.471,ND
56390,1982,North Dakota,3.498,ND
56391,1983,North Dakota,5.281,ND
56392,1984,North Dakota,5.236,ND
56393,1985,North Dakota,3.685,ND
56394,1986,North Dakota,5.562,ND
56395,1987,North Dakota,7.443,ND
56396,1988,North Dakota,6.074,ND
56397,1989,North Dakota,4.39,ND
56398,1990,North Dakota,6.074,ND
56399,1991,North Dakota,5.996,ND
56400,1992,North Dakota,5.396,ND
56401,1993,North Dakota,3.818,ND
56402,1994,North Dakota,4.763,ND
56403,1995,North Dakota,4.533,ND
56404,1996,North Dakota,2.812,ND
56405,1997,North Dakota,5.098,ND
56406,1998,North Dakota,6.509,ND
56407,1999,North Dakota,6.419,ND
56408,2000,North Dakota,5.364,ND
56409,2001,North Dakota,5.998,ND
56410,2002,North Dakota,5.363,ND
56411,2003,North Dakota,5.285,ND
56412,2004,North Dakota,5.125,ND
56413,2005,North Dakota,6.095,ND
56414,2006,North Dakota,6.914,ND
56415,2007,North Dakota,5.77,ND
56416,2008,North Dakota,4.399,ND
56417,2009,North Dakota,3.995,ND
56418,2010,North Dakota,5.259,ND
56419,2011,North Dakota,5.161,ND
56420,2012,North Dakota,7.059,ND
56421,1953,Ohio,11.708,OH
56422,1954,Ohio,11.308,OH
56423,1955,Ohio,11.15,OH
56424,1956,Ohio,10.808,OH
56425,1957,Ohio,10.903,OH
56426,1958,Ohio,9.586,OH
56427,1959,Ohio,11.221,OH
56428,1960,Ohio,10.069,OH
56429,1961,Ohio,10.519,OH
56430,1962,Ohio,10.182,OH
56431,1963,Ohio,9.654,OH
56432,1964,Ohio,10.952,OH
56433,1965,Ohio,10.712,OH
56434,1966,Ohio,10.048,OH
56435,1967,Ohio,10.195,OH
56436,1968,Ohio,10.323,OH
56437,1969,Ohio,10.126,OH
56438,1970,Ohio,10.784,OH
56439,1971,Ohio,10.798,OH
56440,1972,Ohio,10.133,OH
56441,1973,Ohio,11.673,OH
56442,1974,Ohio,10.694,OH
56443,1975,Ohio,11.109,OH
56444,1976,Ohio,9.868,OH
56445,1977,Ohio,10.502,OH
56446,1978,Ohio,9.56,OH
56447,1979,Ohio,9.891,OH
56448,1980,Ohio,10.109,OH
56449,1981,Ohio,10.233,OH
56450,1982,Ohio,10.608,OH
56451,1983,Ohio,11.002,OH
56452,1984,Ohio,10.651,OH
56453,1985,Ohio,10.675,OH
56454,1986,Ohio,11.305,OH
56455,1987,Ohio,11.657,OH
56456,1988,Ohio,10.618,OH
56457,1989,Ohio,10.084,OH
56458,1990,Ohio,11.871,OH
56459,1991,Ohio,12.097,OH
56460,1992,Ohio,10.513,OH
56461,1993,Ohio,10.609,OH
56462,1994,Ohio,10.686,OH
56463,1995,Ohio,10.6,OH
56464,1996,Ohio,10.15,OH
56465,1997,Ohio,10.365,OH
56466,1998,Ohio,12.644,OH
56467,1999,Ohio,11.731,OH
56468,2000,Ohio,10.875,OH
56469,2001,Ohio,11.733,OH
56470,2002,Ohio,11.849,OH
56471,2003,Ohio,10.582,OH
56472,2004,Ohio,11.178,OH
56473,2005,Ohio,11.397,OH
56474,2006,Ohio,11.903,OH
56475,2007,Ohio,11.647,OH
56476,2008,Ohio,10.765,OH
56477,2009,Ohio,10.731,OH
56478,2010,Ohio,11.399,OH
56479,2011,Ohio,11.717,OH
56480,2012,Ohio,12.626,OH
56481,1953,Oklahoma,16.472,OK
56482,1954,Oklahoma,17.235,OK
56483,1955,Oklahoma,15.929,OK
56484,1956,Oklahoma,16.641,OK
56485,1957,Oklahoma,15.303,OK
56486,1958,Oklahoma,15.081,OK
56487,1959,Oklahoma,15.214,OK
56488,1960,Oklahoma,14.91,OK
56489,1961,Oklahoma,14.854,OK
56490,1962,Oklahoma,15.73,OK
56491,1963,Oklahoma,16.273,OK
56492,1964,Oklahoma,15.877,OK
56493,1965,Oklahoma,16.04,OK
56494,1966,Oklahoma,15.089,OK
56495,1967,Oklahoma,15.57,OK
56496,1968,Oklahoma,14.859,OK
56497,1969,Oklahoma,15.371,OK
56498,1970,Oklahoma,15.455,OK
56499,1971,Oklahoma,15.623,OK
56500,1972,Oklahoma,15.441,OK
56501,1973,Oklahoma,15.376,OK
56502,1974,Oklahoma,15.686,OK
56503,1975,Oklahoma,15.188,OK
56504,1976,Oklahoma,15.143,OK
56505,1977,Oklahoma,16.321,OK
56506,1978,Oklahoma,15.096,OK
56507,1979,Oklahoma,14.504,OK
56508,1980,Oklahoma,16.193,OK
56509,1981,Oklahoma,16.164,OK
56510,1982,Oklahoma,15.344,OK
56511,1983,Oklahoma,14.816,OK
56512,1984,Oklahoma,15.605,OK
56513,1985,Oklahoma,15.232,OK
56514,1986,Oklahoma,16.342,OK
56515,1987,Oklahoma,15.733,OK
56516,1988,Oklahoma,15.487,OK
56517,1989,Oklahoma,14.888,OK
56518,1990,Oklahoma,16.324,OK
56519,1991,Oklahoma,16.124,OK
56520,1992,Oklahoma,15.571,OK
56521,1993,Oklahoma,14.9,OK
56522,1994,Oklahoma,15.854,OK
56523,1995,Oklahoma,15.627,OK
56524,1996,Oklahoma,15.405,OK
56525,1997,Oklahoma,15.253,OK
56526,1998,Oklahoma,17.064,OK
56527,1999,Oklahoma,16.692,OK
56528,2000,Oklahoma,16.143,OK
56529,2001,Oklahoma,16.411,OK
56530,2002,Oklahoma,15.671,OK
56531,2003,Oklahoma,15.936,OK
56532,2004,Oklahoma,16.019,OK
56533,2005,Oklahoma,16.355,OK
56534,2006,Oklahoma,17.108,OK
56535,2007,Oklahoma,15.931,OK
56536,2008,Oklahoma,15.637,OK
56537,2009,Oklahoma,15.569,OK
56538,2010,Oklahoma,16.085,OK
56539,2011,Oklahoma,16.896,OK
56540,2012,Oklahoma,17.679,OK
56541,1953,Oregon,8.696,OR
56542,1954,Oregon,8.092,OR
56543,1955,Oregon,7.181,OR
56544,1956,Oregon,7.963,OR
56545,1957,Oregon,7.952,OR
56546,1958,Oregon,9.619,OR
56547,1959,Oregon,8.396,OR
56548,1960,Oregon,8.234,OR
56549,1961,Oregon,8.807,OR
56550,1962,Oregon,8.17,OR
56551,1963,Oregon,8.516,OR
56552,1964,Oregon,7.584,OR
56553,1965,Oregon,8.414,OR
56554,1966,Oregon,8.723,OR
56555,1967,Oregon,8.908,OR
56556,1968,Oregon,8.553,OR
56557,1969,Oregon,8.147,OR
56558,1970,Oregon,8.303,OR
56559,1971,Oregon,7.805,OR
56560,1972,Oregon,8.065,OR
56561,1973,Oregon,8.613,OR
56562,1974,Oregon,8.499,OR
56563,1975,Oregon,7.813,OR
56564,1976,Oregon,8.173,OR
56565,1977,Oregon,8.48,OR
56566,1978,Oregon,8.244,OR
56567,1979,Oregon,8.468,OR
56568,1980,Oregon,8.511,OR
56569,1981,Oregon,8.975,OR
56570,1982,Oregon,7.62,OR
56571,1983,Oregon,8.445,OR
56572,1984,Oregon,7.716,OR
56573,1985,Oregon,7.136,OR
56574,1986,Oregon,9.048,OR
56575,1987,Oregon,9.133,OR
56576,1988,Oregon,8.909,OR
56577,1989,Oregon,8.187,OR
56578,1990,Oregon,8.605,OR
56579,1991,Oregon,8.716,OR
56580,1992,Oregon,9.712,OR
56581,1993,Oregon,7.581,OR
56582,1994,Oregon,8.877,OR
56583,1995,Oregon,9.01,OR
56584,1996,Oregon,8.723,OR
56585,1997,Oregon,8.839,OR
56586,1998,Oregon,8.897,OR
56587,1999,Oregon,8.541,OR
56588,2000,Oregon,8.678,OR
56589,2001,Oregon,8.883,OR
56590,2002,Oregon,8.806,OR
56591,2003,Oregon,9.564,OR
56592,2004,Oregon,9.285,OR
56593,2005,Oregon,8.84,OR
56594,2006,Oregon,8.96,OR
56595,2007,Oregon,8.896,OR
56596,2008,Oregon,8.315,OR
56597,2009,Oregon,8.559,OR
56598,2010,Oregon,8.575,OR
56599,2011,Oregon,8.078,OR
56600,2012,Oregon,9.03,OR
56601,1953,Pennsylvania,10.634,PA
56602,1954,Pennsylvania,9.91,PA
